complaint_text,label
alagang hayop nang bigla akong sinuntok ng aking kapitbahay sa mukha. Namamaga po ang aking pisngi ngayon kaya nais kong maghain ng reklamo laban sa kanya para sa ginawa niyang marahas na pananakit. Inabuso po ng aking kapatid ang aming lupa sa,Family Matters
"pamamagitan ng pagtatayo ng isang malaking babuyan doon nang walang pahintulot naming ibang magkakapatid. Ang masangsang na amoy ay nagdudulot ng perwisyo sa buong komunidad natin. Kinuha po ng aking katrabaho ang aking Money / Debt Disputes mamahaling jacket sa loob ng locker room ng aming kumpanya. Nakita siya sa security camera na suot-suot ito habang lumalabas ng gate, pero nung hiningi ko ay pinalalabas niya na sa kanya daw iyon. Sinugod ako ng aking pinsan sa tapat ng aming",Family Matters
"bahay tapos nanuntok siya dahil sa selos sa hatian ng ani sa bukid. Tinamaan ako sa panga at nagkasugat ang aking labi, kaya hihilingin ko ang interbensyon ng barangay para sa gulo na ito. Inabuso po ng aming kapitbahay ang aming",Neighbor Disputes
bintana dahil doon niya direktang itinutok ang usok mula sa kanilang pagluluto gamit ang uling araw-araw. Nagiging sanhi ito ng ubo at hika ng aking mga maliliit na anak sa loob ng kwarto. Bigla na lang akong sinuntok sa mukha ng,Petty Criminal Offenses
aking kumpare habang kami ay nag-uusap tungkol sa aming utang sa paluwagan. Masyado siyang naging agresibo nung sabihin kong kailangan na niyang magbayad dahil turn ko na para makuha ang pondo. Inabuso po ng aking asawa ang aking,Family Matters
"katahimikan sa pamamagitan ng pagtawag sa aking mga boss sa trabaho upang gumawa ng mga kwento na ako daw ay nagnanakaw ng pera sa kumpanya, na naging dahilan para suspindihin ako sa aking posisyon. Habang naglalakad ako sa aming eskinita, bigla",Petty Criminal Offenses
akong sinuntok ng isang lasing na tambay sa braso dahil hindi ko siya binigyan ng barya pambili ng pulutan. Natatakot na po ang aking pamilya na dumaan doon tuwing gabi dahil sa kanila. Inabuso po ng contractor ang aming tiwala sa,Contract Disputes
"pag-aayos ng bubong. Kinuha niya ang buong bayad para sa mga bagong yero pero ang inilagay pala niya ay mga lumang yero na may pinta lang, kaya nagkaroon agad ng malaking leak nung umulan. Kinuha ng aking pinsan ang mga lumang",Family Matters
kagamitan sa pagsasaka ng aking yumaong ama nang walang abiso sa pamilya. Idinala niya ito sa kanyang sariling bukid at sinasabing may karapatan siya dahil siya ang nag-asikaso sa tatay ko noon. Nagtalo kami sa pila ng tricycle nang bigla,Petty Criminal Offenses
akong sinuntok ng isang drayber sa mukha. Namamaga po ang aking kanang pisngi ngayon kaya nais kong maghain ng reklamo laban sa kanya para sa ginawa niyang marahas na pananakit sa akin kahapon. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
bakod sa pamamagitan ng pagtatambak ng maruruming basura at sako doon na nagiging sanhi ng masangsang na amoy at dagsa ng mga uod na pumapasok na sa loob ng aming sala at kusina araw-araw. Kinuha po ng aking katrabaho ang aking pitaka Money / Debt Disputes sa loob ng aking bag habang ako ay nasa pulong. Nalaman ko na lang na kinuha niya ang aking cash na nagkakahalaga ng apat na libong piso dahil nakita siya ng isang utility worker na naghahalughog. Sinugod ako ng aking kapatid sa loob ng aking,Family Matters
sariling bakuran tapos nanuntok siya dahil sa away sa pampamilyang negosyo. Tinamaan ako sa balikat at pinagbantaan pa akong papatayin kung hindi ko ibibigay ang aking parte sa kanya ngayon. Inabuso po ng aking landlord ang aming,Contract Disputes
"kontrata sa upa sa pamamagitan ng pagpasok sa loob ng aming apartment nang walang paalam habang kami ay nasa trabaho upang maghanap ng kung ano-anong dumi, na nag-aalis sa aming pribadong pamumuhay doon. Kinuha ng katabing lote ang aming mga hollow Money / Debt Disputes blocks na nakatambak sa labas para sa gagawin naming pader. Nakita sila ng aking anak na binuhat ang mga ito gabi-gabi para gamitin sa pagpapatayo ng kanilang sariling kusina sa likod ng bahay. Bigla na lang akong sinuntok ng aking",Petty Criminal Offenses
kapitbahay sa panga habang ako ay nagdidilig ng halaman sa labas. Galit na galit siya dahil natalsikan daw ng kaunting tubig ang kanyang motorsiklo na nakaparada sa pampublikong daan sa tapat namin. Inabuso po ng aking asawa ang aking,Family Matters
"pananahimik sa pamamagitan ng pagpapakalat ng mga maling kwento sa aming subdibisyon na ako daw ay may lalaki, na ganap na kasinungalingan at nagiging sanhi ng matinding kaguluhan sa aming pamilya ngayon. Habang ako ay namimili sa sari-sari store, bigla",Petty Criminal Offenses
akong sinuntok ng isang lasing na lalaki sa likod dahil lamang sa hindi ko siya binigyan ng barya para pambili ng sigarilyo. Maraming tao ang nakasaksi sa pangyayari na nagdulot sa akin ng hiya. Inabuso po kami ng aming kapitbahay dahil,Neighbor Disputes
ginawa nilang permanenteng garahe ng kanilang dalawang traysikel ang tapat ng aming gate. Hindi na tuloy namin mailabas ang aming sariling sasakyan lalo na kapag may emergency kami sa gabi. Kinuha ng aking kumpare ang aking mga gamit Money / Debt Disputes sa construction tulad ng welding machine at grinder nang walang paalam habang ako ay nasa trabaho. Ginamit niya ito at nung ibinalik ay sunog na ang motor nito at ayaw niyang ipagawa sa akin. Nagtalo kami sa tamang linya ng patubig sa,Petty Criminal Offenses
bukid nang bigla akong sinuntok ng aking katabi sa mukha. Namamaga po ang aking kanang mata ngayon kaya hindi ako makasaka nang maayos dahil sa ginawa niyang marahas na pananakit sa akin doon. Inabuso po ng contractor ang aming,Contract Disputes
pinirmahang kasunduan para sa pagpapagawa ng kusina. Kinuha niya ang downpayment na sampung libong piso pero lampas na ang tatlong linggo ay wala pa ring nasisimulan at laging patay ang kanyang cellphone. Kinuha po ng aking pinsan ang buong halaga,Family Matters
ng insurance payout ng aming namatay na lola nang walang abiso sa pamilya. Siya lang ang humawak ng pera at tuluyan niyang kinalimutan ang aming bahagi na napagkasunduan namin noon sa ospital. Sinugod ako ng aking kapitbahay sa loob ng,Petty Criminal Offenses
aking tindahan tapos nanuntok siya dahil napagbintangan niya akong nagnakaw ng kanyang alagang manok. Tinamaan ako sa braso at sinabihan pa akong hinding-hindi niya ako tatantanan sa barangay. Inabuso po ng aming katabi sa compound ang,Neighbor Disputes
"shared laundry area sa pamamagitan ng pag-iwan ng kanilang mga maruruming balde doon nang ilang araw, kaya nag-aamoy panis at hindi kami makagamit nang maayos ng aking pamilya araw-araw doon. Kinuha ng kapitbahay ko ang aking alagang Money / Debt Disputes aso na nakatali sa loob ng aking bakuran habang kami ay nasa simbahan. Nakita siya ng isang bata sa purok na hinalit ang tali at ipinasok sa kanyang sariling bahay, pero ayaw niyang ibalik sa amin. Bigla na lang akong sinuntok sa mukha ng",Petty Criminal Offenses
aking kumpare habang kami ay nag-uusap sa tapat ng barangay hall tungkol sa utang niya sa akin. Masyado siyang naging agresibo nung sabihin kong kailangan na niyang magbayad dahil gipit din ako ngayon. Inabuso po ng aking tiyahin ang aming,Family Matters
ancestral house sa pamamagitan ng paggawa nito bilang bodega ng kanyang mga paninda nang walang pahintulot ng aking pamilya. Nakatambak ang mga kahon kaya hindi na kami makadaan nang maayos sa loob ng sala. Kinuha po ng katabing subdivision ang aming,Property Disputes
right-of-way sa pamamagitan ng pagtatayo ng konkretong pader na humaharang sa aming daanan patungo sa kalsada. Napipilitan tuloy kaming umikot sa napakalayong subdibisyon para lang makalabas gabi-gabi. Habang nagwawalis ako sa labas ng aking,Petty Criminal Offenses
"pinto, bigla akong sinuntok ng isang kapitbahay sa likod dahil napagbintangan niya akong nagkakalat ng tsismis tungkol sa kanyang anak. Wala naman siyang katibayan pero nanakit siya nang pisikal sa akin. Inabuso po ng aking landlord ang aming",Contract Disputes
"karapatan bilang tenant sa pamamagitan ng pagpatay sa linya ng kuryente at tubig dahil lang nahuli kami ng dalawang araw sa pagbabayad ng renta, kahit na maayos naman kaming nagpaliwanag sa kanya kahapon. Kinuha ng aking bayaw ang aking motorsiklo",Family Matters
nang walang pahintulot habang ako ay natutulog sa loob ng bahay. Ibinenta pala niya ito sa isang kakilala niya sa kabilang purok para pambayad sa kanyang mga utang sa online sabong sa palengke. Nagtalo kami tungkol sa basurang itinapon sa,Petty Criminal Offenses
tapat ng aming pinto nang bigla akong sinuntok ng anak ng kapitbahay ko sa panga. Nawalan ako ng malay nang ilang segundo at masakit pa rin ang aking ngipin hanggang ngayon dahil sa lakas ng tama doon. Inabuso po kami ng aming kapitbahay dahil,Neighbor Disputes
"ginawa nilang permanenteng tambakan ng mga kalawangin at sirang yero ang gilid ng aming pader. Pinamumugaran na ito ng mga daga na pumapasok sa aming kusina pero nagmamatigas silang huwag linisin doon. Kinuha po ng aking katrabaho ang aking ATM Money / Debt Disputes card sa loob ng aking bag habang ako ay nasa banyo, at nalaman ko na lang na nag-withdraw siya ng limang libong piso dahil alam niya ang aking pin code mula sa nakaraang transaksyon natin sa bangko. Sinugod ako ng aking pinsan sa tapat ng aming",Family Matters
"gate tapos nanuntok siya dahil sa selos sa hatian ng ani sa aming bukid. Tinamaan ako sa mukha at nagkaroon ako ng sugat sa labi, kaya nais ko siyang ireklamo sa barangay para sa gulo na ito ngayon. Inabuso po ng technician ang aming kontrata",Contract Disputes
sa pag-aayos ng aircon. Kinuha niya ang paunang bayad para sa bagong compressor pero ang ikinabit pala niya ay isang lumang surplus na nasira din pagkalipas lang ng dalawang araw na paggamit sa amin. Kinuha ng may-ari ng katabing lupa ang aming,Property Disputes
"mga pananim na saging na malapit sa aming boundary line. Sinasabi niya na sa lupa niya tumubo ang mga puno kaya sa kanya ang mga prutas, kahit malinaw na nakatanim ang mga ito sa sakop ko sa titulo. Bigla na lang akong sinuntok ng aking",Petty Criminal Offenses
kapitbahay sa mukha habang ako ay nagdidilig ng halaman sa labas ng aming bahay. Galit na galit siya dahil natalsikan daw ng kaunting tubig ang kanyang sapatos na nakatapat sa pampublikong eskinita sa amin. Inabuso po ng aking landlord ang aming,Contract Disputes
"kontrata sa upa sa pamamagitan ng pagtaas ng renta ng limampung porsyento ngayong buwan nang walang pormal na abiso, at pinagbabantaan kaming palayasin agad kung hindi kami papayag sa gusto niya ngayon doon. Kinuha po ng aking hipag ang motor ng aking",Family Matters
"asawa nang walang pahintulot habang kami ay nasa trabaho kahapon. Ibinenta pala niya ito sa isang kakilala niya sa kabilang barangay para pambayad sa kanyang mga utang sa bumbay sa palengke natin. Habang naglalakad ako sa kalsada pauwi, bigla",Petty Criminal Offenses
akong hinarang ng aking kapitbahay na galit na galit at sinuntok ako sa balikat dahil napagbintangan niya akong nagnakaw ng kanyang alagang manok. Napakababaw ng dahilan para manakit siya nang pisikal. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
"shared wall sa pamamagitan ng pagkabit ng kanilang malaking exhaust fan na direktang bumubuga ng mantika at usok sa tapat ng aming bintana, kaya nagiging madumi ang aming bahay araw-araw sa loob natin. Kinuha ng aking pinsan ang delivery truck ng Money / Debt Disputes aming maliit na negosyo at ginamit sa personal niyang paglipat ng bahay nang walang paalam sa amin. Nasira po ang clutch nito dahil sa maling paggamit at ayaw niya kaming bayaran sa repair ng sasakyan. Nagtalo kami sa pila ng traysikel sa kanto nang",Petty Criminal Offenses
bigla akong sinuntok ng isang drayber sa mukha. Namamaga po ang aking kanang pisngi ngayon kaya nais kong maghain ng reklamo laban sa kanya para sa ginawa niyang marahas na pananakit sa akin kahapon doon. Inabuso po kami ng aming kapitbahay dahil,Neighbor Disputes
"ginawa nilang permanenteng garahe ng kanilang dalawang kotse ang tapat ng aming gate. Hindi na tuloy namin mailabas ang aming sariling sasakyan lalo na kapag may emergency kami sa gabi sa pamilya namin. Kinuha po ng aking katrabaho ang aking Money / Debt Disputes mamahaling jacket sa loob ng locker room ng aming kumpanya kahapon. Nakita siya sa security camera na suot-suot ito habang lumalabas ng gate, pero nung hiningi ko ay pinalalabas niya na sa kanya daw iyon sa tapat. Sinugod ako ng aking kapatid sa loob ng aking",Family Matters
sariling bakuran tapos nanuntok siya dahil sa away sa pampamilyang negosyo natin. Tinamaan ako sa balikat at pinagbantaan pa akong papatayin kung hindi ko ibibigay ang aking parte sa kanya ngayon sa daan. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
bakod sa pamamagitan ng pagtatambak ng maruruming basura at sako doon na nagiging sanhi ng masangsang na amoy at dagsa ng mga uod na pumapasok na sa loob ng aming sala at kusina araw-araw sa amin doon. Kinuha ng kapitbahay ko ang aking mga hollow Money / Debt Disputes blocks na nakatambak sa tapat ng aking lote para sa gagawin kong bakod. Nakita sila ng aking anak na binuhat ang mga ito gabi-gabi para gamitin sa pagpapatayo ng kanilang sariling kusina sa likod nila. Bigla na lang akong sinuntok ng aking,Petty Criminal Offenses
kapitbahay sa panga habang ako ay nagwawalis sa tapat ng aming pinto kagabi. Galit na galit siya dahil natalsikan daw ng kaunting alikabok ang kanyang motorsiklo na nakaparada sa pampublikong daan sa tapat natin. Inabuso po ng aking asawa ang aming joint,Family Matters
account sa bangko. Kinuha niya ang lahat ng aming naipon para sa pag-aaral ng aming mga anak at ibinigay sa kanyang mga kamag-anak nang walang konsultasyon o pahintulot mula sa aking sarili sa pamilya. Kinuha po ng aking tito ang mga dokumento ng,Family Matters
"aming lupang sakahan nang walang pahintulot ng aking ina kahapon. Ginagamit niya ito ngayon upang baguhin ang pangalan sa tax declaration para sa kanyang sariling kapakinabangan sa probinsya natin doon. Habang ako ay namimili sa sari-sari store, bigla",Petty Criminal Offenses
akong sinuntok ng isang lasing na lalaki sa likod dahil lamang sa hindi ko siya binigyan ng barya para pambili ng sigarilyo. Maraming tao ang nakasaksi sa pangyayari na nagdulot sa akin ng hiya doon. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
bintana dahil doon niya direktang itinutok ang usok mula sa kanilang pagluluto gamit ang uling araw-araw. Nagiging sanhi ito ng ubo at hika ng aking mga maliliit na anak sa loob ng kwarto namin sa subdibisyon. Kinuha ng aking kumpare ang aking mga gamit Money / Debt Disputes sa construction tulad ng welding machine at grinder nang walang paalam habang ako ay nasa trabaho. Ginamit niya ito at nung ibinalik ay sunog na ang motor nito at ayaw niya akong bayaran sa repair nito. Nagtalo kami sa tamang linya ng patubig sa,Petty Criminal Offenses
bukid nang bigla akong sinuntok ng aking katabi sa mukha. Namamaga po ang aking kanang mata ngayon kaya hindi ako makasaka nang maayos dahil sa ginawa niyang marahas na pananakit sa akin doon sa bukid. Inabuso po ng contractor ang aming,Contract Disputes
pinirmahang kasunduan para sa pagpapagawa ng kusina. Kinuha niya ang downpayment na sampung libong piso pero lampas na ang tatlong linggo ay wala pa ring nasisimulan at laging patay ang kanyang cellphone sa amin. Kinuha po ng aking pinsan ang buong halaga,Family Matters
ng insurance payout ng aming namatay na lola nang walang abiso sa pamilya. Siya lang ang humawak ng pera at tuluyan niyang kinalimutan ang aming bahagi na napagkasunduan namin noon sa ospital sa amin. Sinugod ako ng aking kapitbahay sa loob ng,Petty Criminal Offenses
aking tindahan tapos nanuntok siya dahil napagbintangan niya akong nagnakaw ng kanyang alagang manok. Tinamaan ako sa braso at sinabihan pa akong hinding-hindi niya ako tatantanan sa barangay natin ngayon. Inabuso po ng aming katabi sa compound ang,Neighbor Disputes
"shared laundry area sa pamamagitan ng pag-iwan ng kanilang mga maruruming balde doon nang ilang araw, kaya nag-aamoy panis at hindi kami makagamit nang maayos ng aking pamilya araw-araw doon sa looban. Kinuha ng kapitbahay ko ang aking alagang Money / Debt Disputes aso na nakatali sa loob ng aking bakuran habang kami ay nasa simbahan. Nakita siya ng isang bata sa purok na hinalit ang tali at ipinasok sa kanyang sariling bahay, pero ayaw niyang ibalik sa amin doon. Bigla na lang akong sinuntok sa mukha ng",Petty Criminal Offenses
aking kumpare habang kami ay nag-uusap sa tapat ng barangay hall tungkol sa utang niya sa akin. Masyado siyang naging agresibo nung sabihin kong kailangan na niyang magbayad dahil gipit din ako ngayon sa daan. Inabuso po ng aking tiyahin ang aming,Family Matters
ancestral house sa pamamagitan ng paggawa nito bilang bodega ng kanyang mga paninda nang walang pahintulot ng aking pamilya. Nakatambak ang mga kahon kaya hindi na kami makadaan nang maayos sa loob ng sala natin. Kinuha po ng katabing subdivision ang aming,Property Disputes
right-of-way sa pamamagitan ng pagtatayo ng konkretong pader na humaharang sa aming daanan patungo sa kalsada. Napipilitan tuloy kaming umikot sa napakalayong subdibisyon para lang makalabas gabi-gabi sa amin. Habang nagwawalis ako sa labas ng aking,Petty Criminal Offenses
"pinto, bigla acne sinuntok ng isang kapitbahay sa likod dahil napagbintangan niya akong nagkakalat ng tsismis tungkol sa kanyang anak. Wala naman siyang katibayan pero nanakit siya nang pisikal sa akin doon. Inabuso po ng aking landlord ang aming",Contract Disputes
"karapatan bilang tenant sa pamamagitan ng pagpatay sa linya ng kuryente at tubig dahil lang nahuli kami ng dalawang araw sa pagbabayad ng renta, kahit na maayos naman kaming nagpaliwanag sa kanya kahapon sa daan. Kinuha ng aking bayaw ang aking motorsiklo",Family Matters
nang walang pahintulot habang ako ay natutulog sa loob ng bahay. Ibinenta pala niya ito sa isang kakilala niya sa kabilang purok para pambayad sa kanyang mga utang sa online sabong sa palengke natin doon. Nagtalo kami tungkol sa basurang itinapon sa,Petty Criminal Offenses
tapat ng aming pinto nang bigla akong sinuntok ng anak ng kapitbahay ko sa panga. Nawalan ako ng malay nang ilang segundo at masakit pa rin ang aking ngipin hanggang ngayon dahil sa lakas ng tama doon sa amin. Inabuso po kami ng aming kapitbahay dahil,Neighbor Disputes
"ginawa nilang permanenteng tambakan ng mga kalawangin at sirang yero ang gilid ng aming pader. Pinamumugaran na ito ng mga daga na pumapasok sa aming kusina pero nagmamatigas silang huwag linisin doon sa amin. Kinuha po ng aking katrabaho ang aking ATM Money / Debt Disputes card sa loob ng aking bag habang ako ay nasa banyo, at nalaman ko na lang na nag-withdraw siya ng limang libong piso dahil alam niya ang aking pin code mula sa nakaraang transaksyon natin sa bangko natin. Sinugod ako ng aking pinsan sa tapat ng aming",Family Matters
"gate tapos nanuntok siya dahil sa selos sa hatian ng ani sa aming bukid. Tinamaan ako sa mukha at nagkaroon ako ng sugat sa labi, kaya nais ko siyang ireklamo sa barangay para sa gulo na ito ngayon sa atin. Inabuso po ng technician ang aming kontrata",Contract Disputes
sa pag-aayos ng aircon. Kinuha niya ang paunang bayad para sa bagong compressor pero ang ikinabit pala niya ay isang lumang surplus na nasira din pagkalipas lang ng dalawang araw na paggamit sa amin doon. Kinuha ng may-ari ng katabing lupa ang aming,Property Disputes
"mga pananim na saging na malapit sa aming boundary line. Sinasabi niya na sa lupa niya tumubo ang mga puno kaya sa kanya ang mga prutas, kahit malinaw na nakatanim ang mga ito sa sakop ko sa titulo natin. Bigla na lang akong sinuntok ng aking",Petty Criminal Offenses
kapitbahay sa mukha habang ako ay nagdidilig ng halaman sa labas ng aming bahay. Galit na galit siya dahil natalsikan daw ng kaunting tubig ang kanyang sapatos na nakatapat sa pampublikong eskinita sa amin sa tapat. Inabuso po ng aking landlord ang aming,Contract Disputes
"kontrata sa upa sa pamamagitan ng pagtaas ng renta ng limampung porsyento ngayong buwan nang walang pormal na abiso, at pinagbabantaan kaming palayasin agad kung hindi kami papayag sa gusto niya ngayon doon sa pader. Kinuha po ng aking hipag ang motor ng aking",Family Matters
"asawa nang walang pahintulot habang kami ay nasa trabaho kahapon sa opisina. Ibinenta pala niya ito sa isang kakilala niya sa kabilang barangay para pambayad sa kanyang mga utang sa bumbay sa palengke natin doon. Habang naglalakad ako sa kalsada pauwi, bigla",Petty Criminal Offenses
akong hinarang ng aking kapitbahay na galit na galit at sinuntok ako sa balikat dahil napagbintangan niya akong nagnakaw ng kanyang alagang manok. Napakababaw ng dahilan para manakit siya nang pisikal sa daan. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
"shared wall sa pamamagitan ng pagkabit ng kanilang malaking exhaust fan na direktang bumubuga ng mantika at usok sa tapat ng aming bintana, kaya nagiging madumi ang aming bahay araw-araw sa loob natin sa kusina. Kinuha ng aking pinsan ang delivery truck ng Money / Debt Disputes aming maliit na negosyo at ginamit sa personal niyang paglipat ng bahay nang walang paalam sa amin doon. Nasira po ang clutch nito dahil sa maling paggamit at ayaw niya kaming bayaran sa repair ng sasakyan natin. Nagtalo kami sa pila ng traysikel sa kanto nang",Petty Criminal Offenses
bigla akong sinuntok ng isang drayber sa mukha. Namamaga po ang aking kanang pisngi ngayon kaya nais kong maghain ng reklamo laban sa kanya para sa ginawa niyang marahas na pananakit sa akin kahapon doon sa tapat. Inabuso po kami ng aming kapitbahay dahil,Neighbor Disputes
"ginawa nilang permanenteng garahe ng kanilang dalawang kotse ang tapat ng aming gate. Hindi na tuloy namin mailabas ang aming sariling sasakyan lalo na kapag may emergency kami sa gabi sa pamilya namin sa looban. Kinuha po ng aking katrabaho ang aking Money / Debt Disputes mamahaling jacket sa loob ng locker room ng aming kumpanya kahapon sa planta. Nakita siya sa security camera na suot-suot ito habang lumalabas ng gate, pero nung hiningi ko ay pinalalabas niya na sa kanya daw iyon sa tapat. Sinugod ako ng aking kapatid sa loob ng aking",Family Matters
sariling bakuran tapos nanuntok siya dahil sa away sa pampamilyang negosyo natin sa compound. Tinamaan ako sa balikat at pinagbantaan pa akong papatayin kung hindi ko ibibigay ang aking parte sa kanya ngayon sa daan natin. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
bakod sa pamamagitan ng pagtatambak ng maruruming basura at sako doon na nagiging sanhi ng masangsang na amoy at dagsa ng mga uod na pumapasok na sa loob ng aming sala at kusina araw-araw sa amin doon sa pader. Kinuha ng kapitbahay ko ang aking mga hollow Money / Debt Disputes blocks na nakatambak sa tapat ng aking lote para sa gagawin kong bakod. Nakita sila ng aking anak na binuhat ang mga ito gabi-gabi para gamitin sa pagpapatayo ng kanilang sariling kusina sa likod nila sa tabi. Bigla na lang akong sinuntok ng aking,Petty Criminal Offenses
kapitbahay sa panga habang ako ay nagwawalis sa tapat ng aming pinto kagabi sa looban. Galit na galit siya dahil natalsikan daw ng kaunting alikabok ang kanyang motorsiklo na nakaparada sa pampublikong daan sa tapat natin sa daan. Inabuso po ng aking asawa ang aming joint,Family Matters
account sa bangko. Kinuha niya ang lahat ng aming naipon para sa pag-aaral ng aming mga anak at ibinigay sa kanyang mga kamag-anak nang walang konsultasyon o pahintulot mula sa aking sarili sa pamilya natin. Kinuha po ng aking tito ang mga dokumento ng,Family Matters
"aming lupang sakahan nang walang pahintulot ng aking ina kahapon sa probinsya. Ginagamit niya ito ngayon upang baguhin ang pangalan sa tax declaration para sa kanyang sariling kapakinabangan sa probinsya natin doon sa bukid. Habang ako ay namimili sa sari-sari store, bigla",Petty Criminal Offenses
akong sinuntok ng isang lasing na lalaki sa likod dahil lamang sa hindi ko siya binigyan ng barya para pambili ng sigarilyo. Maraming tao ang nakasaksi sa pangyayari na nagdulot sa akin ng hiya doon sa palengke. Inabuso po ng aming kapitbahay ang aming,Neighbor Disputes
bintana dahil doon niya direktang itinutok ang usok mula sa kanilang pagluluto gamit ang uling araw-araw. Nagiging sanhi ito ng ubo at hika ng aking mga maliliit na anak sa loob ng kwarto namin sa subdibisyon natin. Kinuha ng aking kumpare ang aking mga gamit Money / Debt Disputes sa construction tulad ng welding machine at grinder nang walang paalam habang ako ay nasa trabaho sa site. Ginamit niya ito at nung ibinalik ay sunog na ang motor nito at ayaw niya akong bayaran sa repair nito sa shop. Nagtalo kami sa tamang linya ng patubig sa,Petty Criminal Offenses
bukid nang bigla akong sinuntok ng aking katabi sa mukha. Namamaga po ang aking kanang mata ngayon kaya hindi ako makasaka nang maayos dahil sa ginawa niyang marahas na pananakit sa akin doon sa bukid natin. Inabuso po ng contractor ang aming,Contract Disputes
pinirmahang kasunduan para sa pagpapagawa ng kusina. Kinuha niya ang downpayment na sampung libong piso pero lampas na ang tatlong linggo ay wala pa ring nasisimulan at laging patay ang kanyang cellphone sa amin sa bahay. Kinuha po ng aking pinsan ang buong halaga,Family Matters
ng insurance payout ng aming namatay na lola nang walang abiso sa pamilya. Siya lang ang humawak ng pera at tuluyan niyang kinalimutan ang aming bahagi na napagkasunduan namin noon sa ospital sa amin sa probinsya. Sinugod ako ng aking kapitbahay sa loob ng,Petty Criminal Offenses
aking tindahan tapos nanuntok siya dahil napagbintangan niya akong nagnakaw ng kanyang alagang manok. Tinamaan ako sa braso at sinabihan pa akong hinding-hindi niya ako tatantanan sa barangay natin ngayon sa tapat. Inabuso po ng aming katabi sa compound ang,Neighbor Disputes
"shared laundry area sa pamamagitan ng pag-iwan ng kanilang mga maruruming balde doon nang ilang araw, kaya nag-aamoy panis at hindi kami makagamit nang maayos ng aking pamilya araw-araw doon sa looban natin. Kinuha ng kapitbahay ko ang aking alagang Money / Debt Disputes aso na nakatali sa loob ng aking bakuran habang kami ay nasa simbahan. Nakita siya ng isang bata sa purok na hinalit ang tali at ipinasok sa kanyang sariling bahay, pero ayaw niyang ibalik sa amin doon sa amin. Bigla na lang akong sinuntok sa mukha ng",Petty Criminal Offenses
aking kumpare habang kami ay nag-uusap sa tapat ng barangay hall tungkol sa utang niya sa akin. Masyado siyang naging agresibo nung sabihin kong kailangan na niyang magbayad dahil gipit din ako ngayon sa daan natin. Inabuso po ng aking tiyahin ang aming,Family Matters
ancestral house sa pamamagitan ng paggawa nito bilang bodega ng kanyang mga paninda nang walang pahintulot ng aking pamilya. Nakatambak ang mga kahon kaya hindi na kami makadaan nang maayos sa loob ng sala natin sa bahay. Kinuha po ng katabing subdivision ang aming,Property Disputes
right-of-way sa pamamagitan ng pagtatayo ng konkretong pader na humaharang sa aming daanan patungo sa kalsada. Napipilitan tuloy kaming umikot sa napakalayong subdibisyon para lang makalabas gabi-gabi sa amin sa kanto. Habang nagwawalis ako sa labas ng aking,Petty Criminal Offenses
"pinto, bigla akong sinuntok ng isang kapitbahay sa likod dahil napagbintangan niya akong nagkakalat ng tsismis tungkol sa kanyang anak. Wala naman siyang katibayan pero nanakit siya nang pisikal sa akin doon sa eskinita. Inabuso po ng aking landlord ang aming",Contract Disputes
"karapatan bilang tenant sa pamamagitan ng pagpatay sa linya ng kuryente at tubig dahil lang nahuli kami ng dalawang araw sa pagbabayad ng renta, kahit na maayos naman kaming nagpaliwanag sa kanya kahapon sa daan natin. Kinuha ng aking bayaw ang aking motorsiklo",Family Matters
nang walang pahintulot habang ako ay natutulog sa loob ng bahay. Ibinenta pala niya ito sa isang kakilala niya sa kabilang purok para pambayad sa kanyang mga utang sa online sabong sa palengke natin doon sa tapat. Nagtalo kami tungkol sa basurang itinapon sa,Petty Criminal Offenses
tapat ng aming pinto nang bigla akong sinuntok ng anak ng kapitbahay ko sa panga. Nawalan ako ng malay nang ilang segundo at masakit pa rin ang aking ngipin hanggang ngayon dahil sa lakas ng tama doon sa amin sa gate. Inabuso po kami ng aming kapitbahay dahil,Neighbor Disputes
"ginawa nilang permanenteng tambakan ng mga kalawangin at sirang yero ang gilid ng aming pader. Pinamumugaran na ito ng mga daga na pumapasok sa aming kusina pero nagmamatigas silang huwag linisin doon sa amin sa tapat. Kinuha po ng aking katrabaho ang aking ATM Money / Debt Disputes card sa loob ng aking bag habang ako ay nasa banyo, at nalaman ko na lang na nag-withdraw siya ng limang libong piso dahil alam niya ang aking pin code mula sa nakaraang transaksyon natin sa bangko natin sa opisina. Sinugod ako ng aking pinsan sa tapat ng aming",Family Matters
"gate tapos nanuntok siya dahil sa selos sa hatian ng ani sa aming bukid. Tinamaan ako sa mukha at nagkaroon ako ng sugat sa labi, kaya nais ko siyang ireklamo sa barangay para sa gulo na ito ngayon sa atin sa looban. Inabuso po ng technician ang aming kontrata",Contract Disputes
